;Paper;Name;Latitude;Longitude;Mean basin elevation (m);Basin Relief (m);Basin Area (km2);Mean Latutide (dec. Deg.);Mean Longitude (dec. Deg);Effective basin elevation (m);Mean Basin slope;Rock type;Mean annual precipitation (mm/yr);Mean annual Temperature (C);% Vegetation;Seismicity;Seismic regime;Climate zone main;Cronus erosion rate (m/My);Cronus erosion rate error (m/My)
786;Palumbo et al., 2009, N Tibetan Plateau;L1;39,193;100,368;2639;253;3,5;39,204;100,381;1639.0;6,5;Sedimentary;132.0;6.0;3.0;1,075217;No;Arid;43,69;5,86
787;Palumbo et al., 2009, N Tibetan Plateau;L2;39,185;100,381;1758;421;7,62;39,189;100,409;1759.0;8,4;Sedimentary;142.0;6.0;4.0;1,075217;No;Arid;33,55;4,76
788;Palumbo et al., 2009, N Tibetan Plateau;L3;39,161;100,403;1711;271;1,02;39,165;100,409;1712.0;14;Metamorphic;136.0;6.0;5.0;1,075217;No;Arid;130,25;20,4
789;Palumbo et al., 2009, N Tibetan Plateau;L4;39,119;100,487;1786;266;0,67;39,125;100,492;1782.0;13,6;Sedimentary;147.0;6.0;5.0;1,075217;No;Arid;454,98;257,84
790;Palumbo et al., 2009, N Tibetan Plateau;L5;39,098;100,538;1579;265;1,08;39,107;100,504;1580.0;11,5;Sedimentary;127.0;7.0;0.0;1,075217;No;Arid;524,73;226,58
791;Palumbo et al., 2009, N Tibetan Plateau;L6;39,053;100,634;2173;796;3,51;39,067;100,64;2173.0;19,1;Mixed;185.0;4.0;1.0;1,075217;No;Arid;217,43;57,1
792;Palumbo et al., 2009, N Tibetan Plateau;L7*;39,046;100,649;2204;699;0,72;39,052;100,652;2220.0;26,8;Metamorphic;210.0;3.0;5.0;1,075217;No;Arid;199,77;42,82
793;Palumbo et al., 2009, N Tibetan Plateau;L8;39,053;100,703;2668;1518;47,42;39,042;100,751;2696.0;16,2;Mixed;251.0;1.0;6.0;1,128609;No;Arid;124,81;17,24
794;Palumbo et al., 2009, N Tibetan Plateau;L9;38,957;100,805;2974;1363;15,79;38,984;100,835;2989.0;22,7;Mixed;285.0;0.0;5.0;1,128609;No;Arid;209,83;30,43
795;Palumbo et al., 2009, N Tibetan Plateau;L10*;38,945;100,84;2859;1022;8,06;38,961;100,856;2870.0;20,9;Metamorphic;276.0;0.0;5.0;1,128609;No;Arid;129,07;20,14
796;Palumbo et al., 2009, N Tibetan Plateau;L10;174000;24000;148;20;140,66;22,69;-5;;;;;;;;;;;
797;Palumbo et al., 2009, N Tibetan Plateau;L10;208000;26000;128;16;117,47;17,58;-8;;;;;;;;;;;
799;Placzek et al., 2010, Atacama Desert;ADSO-6SD;-24,115;-70,57;3610;1557;137,68;-24,221;-70,57;3638.0;8,2;Igneous;21.0;8.0;3.0;2,77611;Yes;Arid;1,14;0,13
800;Placzek et al., 2010, Atacama Desert;ADBA-2SD;-23,534;-69,08;2775;2077;4194,46;-23,628;-69,08;2800.0;4,5;Igneous;16.0;11.0;3.0;2,812724;Yes;Arid;1,25;0,14
801;Placzek et al., 2010, Atacama Desert;ASOI-SD;-24,093;-70,269;1799;1779;532,56;-24,244;-70,269;1835.0;8;Igneous;4.0;14.0;2.0;3,462053;Yes;Arid;0,91;0,11
802;Placzek et al., 2010, Atacama Desert;ADBA-5SD;-23,4;-69,463;2040;1304;763,46;-23,352;-69,463;3245.0;3,7;Igneous;12.0;14.0;0.0;3,247393;Yes;Arid;2,26;0,23
803;Placzek et al., 2010, Atacama Desert;ADSA-1SD;-23,786;-68,107;3369;2259;242,92;-23,994;-68,107;3406.0;5,9;Igneous;33.0;9.0;4.0;2,327875;Yes;Arid;2,07;0,26
804;Placzek et al., 2010, Atacama Desert;ADSO-3SD;-24,089;-70,06;1238;381;8,49;-24,071;-70,06;1240.0;9;Igneous;5.0;16.0;4.0;3,462053;Yes;Arid;0,47;0,1
805;Placzek et al., 2010, Atacama Desert;ADBA-12SDsm;-23,398;-69,462;2043;1294;757,93;-23,352;-69,462;2062.0;3,6;Igneous;12.0;14.0;0.0;3,247393;Yes;Arid;0,54;0,07
806;Placzek et al., 2010, Atacama Desert;ADBA-13SD;-23,583;-69,275;2695;2415;5126,07;-23,609;-69,275;2729.0;4,4;Igneous;16.0;11.0;2.0;2,94342;Yes;Arid;0,34;0,06
808;Perg et al., 2003, California;SGC;37,326;-122,387;326;772;131,56;37,341;-122,387;338.0;14,4;Sedimentary;800.0;12.0;48.0;3,374003;Yes;Temperate;233,85;23,06
809;Perg et al., 2003, California;PC;37,264;-122,406;313;849;154,08;37,272;-122,406;325.0;16,2;Sedimentary;811.0;13.0;67.0;2,59151;Yes;Temperate;242,33;22,83
810;Perg et al., 2003, California;WC;37,113;-122,27;368;734;59,17;37,17;-122,27;375.0;16,8;Sedimentary;889.0;12.0;80.0;3,167413;Yes;Temperate;292,61;26,8
811;Perg et al., 2003, California;SC;37,066;-122,23;434;804;54,72;37,111;-122,23;448.0;16,1;Sedimentary;923.0;12.0;79.0;2,59151;Yes;Temperate;96,93;10,81
812;Perg et al., 2003, California;SLR;36,972;-122,024;361;995;303,92;37,129;-122,024;373.0;15,7;Sedimentary;868.0;13.0;77.0;2,015606;Yes;Temperate;210,93;18,28
814;Quigley et al., 2007a, Australia;YG07;-30,187;139,428;530;733;79,09;-30,185;139,365;537.0;15,1;Mixed;275.0;17.0;13.0;0,820638;No;Arid;37,57;4,72
816;Quigley et al., 2007b, Australia;NWF01;-32,117;137,955;586;559;16,48;-32,125;137,972;586.0;13,8;Sedimentary;407.0;15.0;23.0;1,197771;No;Arid;59,81;8,2
817;Quigley et al., 2007b, Australia;SWF04;-32,151;137,946;469;466;5,5;-32,162;137,958;567.0;14,8;Sedimentary;408.0;15.0;22.0;1,197771;No;Arid;14,1;2,08
818;Quigley et al., 2007b, Australia;SWC01;-32,151;137,948;564;501;5,67;-32,162;137,958;564.0;15;Sedimentary;408.0;15.0;22.0;1,197771;No;Arid;7,46;0,84
819;Quigley et al., 2007b, Australia;SWC01;682778;52396;6,6;0,6;6,69;0,78;1;;;;;;;;;;;
820;Quigley et al., 2007b, Australia;SWC01R;569241;40574;7,9;0,7;8,23;0,9;4;;;;;;;;;;;
821;Quigley et al., 2007b, Australia;DCF01;-32,231;137,932;512;615;38,99;-32,22;137,967;514.0;11,9;Sedimentary;387.0;16.0;18.0;1,197771;No;Arid;31,34;3,31
823;Reinhardt et al., 2007, Spain, samples start with MRS;3;37;-3,48;2439;372;0,22;37;-3,46;2451.0;20,3;Metamorphic;962.0;6.0;5.0;0,25;No;Temperate;85,45;7,94
824;Reinhardt et al., 2007, Spain, samples start with MRS;12B;37;-3,48;2350;348;0,51;36,985;-3,473;2363.0;12,7;Metamorphic;917.0;8.0;5.0;0,25;No;Temperate;25,61;2,25
825;Reinhardt et al., 2007, Spain, samples start with MRS;18;37;-3,48;2126;461;0,55;36,98;-3,484;2143.0;14,1;Metamorphic;838.0;8.0;5.0;0,25;No;Temperate;37,22;5,2
826;Reinhardt et al., 2007, Spain, samples start with MRS;14;37;-3,48;2292;1298;8,07;37,006;-3,467;2321.0;21,3;Metamorphic;904.0;7.0;5.0;0,25;No;Arid;1550,07;182,99
827;Reinhardt et al., 2007, Spain, samples start with MRS;17;37;-3,48;2021;1208;3,44;36,987;-3,485;2055.0;18,1;Metamorphic;824.0;8.0;5.0;0,25;No;Temperate;859;80,62
828;Reinhardt et al., 2007, Spain, samples start with MRS;21A;37;-3,48;2119;1632;12,97;37,004;-3,477;2161.0;21;Metamorphic;853.0;8.0;5.0;0,25;No;Arid;1094,56;298,49
829;Reinhardt et al., 2007, Spain, samples start with MRS;21B;37;-3,48;2028;1754;19,56;36,998;-3,482;2074.0;20,3;Metamorphic;817.0;8.0;5.0;0,25;No;Temperate;1408,1;401,32
831;Reuter, 2005, Pennsylvania;JSQ1;39,946;-76,756;215;317;573,5;39,829;-76,79;216.0;4,7;Mixed;1062.0;10.0;24.0;0,257055;No;Cold;17,45;1,34
832;Reuter, 2005, Pennsylvania;JSQ2;40,082;-76,72;192;507;1326,26;39,962;-77,026;194.0;3,2;Mixed;1033.0;11.0;39.0;0,257055;No;Cold;18,34;1,43
833;Reuter, 2005, Pennsylvania;JSQ3;40,225;-76,898;248;558;558,47;40,108;-77,164;252.0;4,9;Sedimentary;1047.0;10.0;49.0;0,24935;No;Cold;25,17;1,91
834;Reuter, 2005, Pennsylvania;JSQ4;40,255;-76,886;429;870;62368,9;41,425;-76,948;438.0;7,3;Sedimentary;999.0;8.0;72.0;0,331836;No;Cold;3,59;
835;Reuter, 2005, Pennsylvania;JSQ5;40,323;-77,169;312;562;534,86;40,319;-77,408;318.0;8,1;Sedimentary;1042.0;10.0;70.0;0,250821;No;Cold;13,83;1,09
836;Reuter, 2005, Pennsylvania;JSQ6;40,371;-77,043;285;429;38,81;40,388;-77,441;287.0;6,8;Sedimentary;1026.0;10.0;74.0;0,249575;No;Cold;9,37;0,9
837;Reuter, 2005, Pennsylvania;JSQ7;40,478;-77,129;385;844;8678,51;40,38;-78,016;393.0;8;Sedimentary;1009.0;9.0;70.0;0,252078;No;Cold;24,1;2,04
838;Reuter, 2005, Pennsylvania;JSQ9;40,89;-77,794;392;498;224,2;40,8;-77,809;394.0;4,8;Sedimentary;1002.0;9.0;44.0;0,252165;No;Cold;16,44;1,29
839;Reuter, 2005, Pennsylvania;JSQ10;40,943;-77,787;407;548;689,63;40,851;-77,885;412.0;7,5;Sedimentary;1002.0;9.0;63.0;0,30269;No;Cold;20,66;1,6
840;Reuter, 2005, Pennsylvania;JSQ11;40,897;-78,677;527;340;814,45;40,744;-78,742;529.0;6,4;Sedimentary;1118.0;8.0;73.0;0,252253;No;Cold;23,96;1,88
841;Reuter, 2005, Pennsylvania;JSQ12;40,216;-78,266;462;714;1952,58;40,07;-78,468;468.0;7,7;Sedimentary;997.0;9.0;77.0;0,254494;No;Cold;11,09;0,9
842;Reuter, 2005, Pennsylvania;JSQ13;40,072;-78,493;489;635;444,56;40,181;-78,584;496.0;7,5;Sedimentary;1026.0;9.0;67.0;0,254494;No;Cold;10,76;0,88
843;Reuter, 2005, Pennsylvania;JS39;40,043;-76,578;236;417;870,59;40,504;-76,402;239.0;5,3;Sedimentary;1107.0;9.0;61.0;0,281156;No;Cold;17,66;1,37
844;Reuter, 2005, Pennsylvania;JS42;39,946;-76,368;148;362;1212,46;40,144;-76,187;149.0;3,2;Mixed;1086.0;10.0;32.0;0,289413;No;Cold;24,47;1,84
845;Reuter, 2005, Pennsylvania;JS43;40,01;-76,278;134;261;140,75;40,053;-76,148;134.0;2,2;Mixed;1082.0;11.0;12.0;0,289413;No;Cold;14,12;1,1
846;Reuter, 2005, Pennsylvania;JS44;40,145;-75,989;194;156;14,1;40,151;-76,945;195.0;3,6;Sedimentary;1130.0;10.0;65.0;0,289413;No;Cold;12,19;0,98
847;Reuter, 2005, Pennsylvania;JS45;39,906;-76,329;157;275;382,04;39,981;-76,13;157.0;3,5;Mixed;1093.0;10.0;23.0;0,289413;No;Cold;26,13;1,97
848;Reuter, 2005, Pennsylvania;JSQ100;41,376;-78,154;532;356;2,96;41,387;-78,137;536.0;18,4;Sedimentary;1063.0;7.0;80.0;0,193638;No;Cold;32,14;3,34
849;Reuter, 2005, Pennsylvania;JSQ101;41,413;-78,197;545;481;704,29;41,542;-78,297;548.0;11,8;Sedimentary;1083.0;7.0;80.0;0,267649;No;Cold;27,04;2,27
850;Reuter, 2005, Pennsylvania;JSQ102;41,459;-78,153;573;353;3,19;41,457;-78,132;576.0;17,7;Sedimentary;1071.0;7.0;80.0;0,193638;No;Cold;69,6;6,43
851;Reuter, 2005, Pennsylvania;JSQ103;41,592;-78,187;565;344;5,59;41,587;-78,16;569.0;15,4;Sedimentary;1063.0;7.0;80.0;0,341866;No;Cold;41,67;3,81
852;Reuter, 2005, Pennsylvania;JSQ104;41,704;-78,038;636;192;3,53;41,712;-78,045;635.0;7,9;Sedimentary;1036.0;6.0;80.0;0,361424;No;Cold;39;3,33
853;Reuter, 2005, Pennsylvania;JSQ105;41,459;-78,43;611;83;3,15;41,452;-78,434;612.0;4,1;Sedimentary;1122.0;6.0;80.0;0,193638;No;Cold;22,65;1,78
854;Reuter, 2005, Pennsylvania;JSQ106;41,448;-78,359;604;176;3,19;41,455;-78,369;604.0;10,2;Sedimentary;1104.0;7.0;80.0;0,193638;No;Cold;27,57;2,3
855;Reuter, 2005, Pennsylvania;JSQ107;41,427;-78,359;573;256;3,38;41,44;-78,367;573.0;11,4;Sedimentary;1097.0;7.0;80.0;0,193638;No;Cold;44,52;3,81
856;Reuter, 2005, Pennsylvania;JSQ108;41,396;-78,357;628;198;5,38;41,407;-78,366;628.0;7,5;Sedimentary;1109.0;6.0;80.0;0,193638;No;Cold;17,68;1,42
857;Reuter, 2005, Pennsylvania;JSQ109;41,598;-78,104;637;245;3,15;41,591;-78,117;638.0;15,9;Sedimentary;1069.0;6.0;80.0;0,341866;No;Cold;50,39;4,8
858;Reuter, 2005, Pennsylvania;JSQ110;41,453;-77,976;614;68;1,24;41,455;-77,982;613.0;2,9;Sedimentary;1056.0;7.0;77.0;0,353214;No;Cold;10,53;0,87
859;Reuter, 2005, Pennsylvania;JSQ111;41,451;-77,952;583;241;4,67;41,452;-77,969;583.0;6,5;Sedimentary;1053.0;7.0;79.0;0,353214;No;Cold;16,85;1,37
860;Reuter, 2005, Pennsylvania;JSQ112;41,386;-77,949;506;327;3,44;41,387;-77,965;506.0;12,7;Sedimentary;1045.0;7.0;80.0;0,353214;No;Cold;49,52;4,48
861;Reuter, 2005, Pennsylvania;JSQ113;41,358;-77,969;540;230;3,88;41,369;-77,985;540.0;10,2;Sedimentary;1052.0;7.0;80.0;0,353214;No;Cold;23,11;1,83
862;Reuter, 2005, Pennsylvania;JSQ114;41,245;-78,278;633;109;6,44;41,258;-78,294;633.0;2,6;Sedimentary;1096.0;7.0;80.0;0,193638;No;Cold;13,09;1,08
863;Reuter, 2005, Pennsylvania;JSQ115;41,276;-78,233;626;176;4,82;41,283;-78,217;627.0;5,1;Sedimentary;1087.0;7.0;80.0;0,193638;No;Cold;17,53;1,42
864;Reuter, 2005, Pennsylvania;JSQ116;41,204;-78,039;549;226;6,47;41,219;-78,068;550.0;4,2;Sedimentary;1054.0;7.0;78.0;0,353214;No;Cold;15,3;1,22
865;Reuter, 2005, Pennsylvania;JSQ117;41,205;-78,034;504;128;3,37;41,218;-78,047;504.0;3,6;Sedimentary;1048.0;7.0;79.0;0,353214;No;Cold;15;1,21
866;Reuter, 2005, Pennsylvania;JSQ118;41,286;-77,789;582;355;4,02;41,272;-77,794;585.0;12,8;Sedimentary;1051.0;7.0;80.0;0,353214;No;Cold;25,8;2,19
867;Reuter, 2005, Pennsylvania;JSQ119;41,274;-77,768;569;328;5,31;41,269;-77,753;572.0;16,7;Sedimentary;1041.0;7.0;80.0;0,353214;No;Cold;42,2;3,54
868;Reuter, 2005, Pennsylvania;JSQ120;41,209;-77,921;608;380;15,11;41,185;-77,9;610.0;9,4;Sedimentary;1054.0;7.0;80.0;0,353214;No;Cold;25,21;2,1
869;Reuter, 2005, Pennsylvania;JSQ121;41,164;-77,905;674;22;0,58;41,161;-77,901;675.0;1,6;Sedimentary;1064.0;7.0;80.0;0,353214;No;Cold;7,47;0,67
870;Reuter, 2005, Pennsylvania;JSQ123;41,203;-77,798;649;111;3,07;41,209;-77,806;649.0;4,8;Sedimentary;1056.0;7.0;80.0;0,353214;No;Cold;11,62;0,94
871;Reuter, 2005, Pennsylvania;JSQ124;41,206;-77,34;292;138;2,67;41,203;-77,35;292.0;8,4;Sedimentary;993.0;9.0;80.0;0,288034;No;Cold;12,33;1,15
872;Reuter, 2005, Pennsylvania;JSQ125;41,098;-77,246;528;208;9,7;41,09;-77,264;528.0;4,9;Sedimentary;1049.0;8.0;80.0;0,288034;No;Cold;29,5;2,35
873;Reuter, 2005, Pennsylvania;JSQ126;41,085;-77,275;551;87;2,12;41,078;-77,273;551.0;3,2;Sedimentary;1056.0;7.0;79.0;0,288034;No;Cold;20,91;1,61
874;Reuter, 2005, Pennsylvania;JSQ127;41,069;-77,308;555;92;5,53;41,075;-77,294;555.0;3,6;Sedimentary;1056.0;8.0;80.0;0,288034;No;Cold;10,57;0,85
875;Reuter, 2005, Pennsylvania;JSQ128;41,075;-77,119;516;191;3,18;41,075;-77,104;517.0;8,1;Sedimentary;1052.0;8.0;80.0;0,288034;No;Cold;16,91;1,33
876;Reuter, 2005, Pennsylvania;JSQ129;40,94;-77,223;624;104;3,13;40,937;-77,241;624.0;3,1;Sedimentary;1091.0;7.0;80.0;0,288034;No;Cold;7,54;0,63
877;Reuter, 2005, Pennsylvania;JSQ130;41,074;-76,618;202;99;6,36;41,091;-76,602;203.0;2,7;Sedimentary;989.0;9.0;31.0;0,2759;No;Cold;14,56;1,18
878;Reuter, 2005, Pennsylvania;JSQ131;41,075;-76,522;281;162;5,2;41,073;-76,536;281.0;7,3;Sedimentary;1016.0;8.0;74.0;0,2759;No;Cold;19,64;1,76
879;Reuter, 2005, Pennsylvania;JSQ132;40,852;-76,716;213;106;3,79;40,855;-76,698;213.0;4,2;Sedimentary;1042.0;9.0;63.0;0,25597;No;Cold;8,03;0,68
880;Reuter, 2005, Pennsylvania;JSQ133;40,522;-76,746;491;121;2,99;40,517;-76,76;492.0;3,6;Sedimentary;1139.0;8.0;80.0;0,25597;No;Cold;10,08;0,81
881;Reuter, 2005, Pennsylvania;JSQ134;40,686;-76,898;209;127;5,61;40,697;-76,923;210.0;5,2;Sedimentary;1058.0;10.0;53.0;0,249575;No;Cold;20,43;1,71
882;Reuter, 2005, Pennsylvania;JSQ135;40,625;-76,956;219;138;3,96;40,619;-76,98;219.0;7,3;Sedimentary;1060.0;10.0;75.0;0,249575;No;Cold;24,83;1,84
883;Reuter, 2005, Pennsylvania;JSQ136;40,369;-77,656;331;99;3,29;40,377;-77,646;331.0;5,4;Sedimentary;1015.0;9.0;80.0;0,252165;No;Cold;4,42;0,39
884;Reuter, 2005, Pennsylvania;JSQ137;40,53;-77,61;445;309;8,64;40,51;-77,631;446.0;12,6;Sedimentary;1046.0;9.0;79.0;0,252165;No;Cold;13,7;1,08
885;Reuter, 2005, Pennsylvania;JSQ138;40,531;-77,609;424;257;3,78;40,535;-77,593;424.0;12,7;Sedimentary;1048.0;9.0;78.0;0,252165;No;Cold;18,29;1,41
886;Reuter, 2005, Pennsylvania;JSQ139;40,407;-77,766;509;306;3,15;40,403;-77,761;511.0;15,3;Sedimentary;1051.0;8.0;76.0;0,252165;No;Cold;29,05;2,28
887;Reuter, 2005, Pennsylvania;JSQ140;40,326;-78,048;473;167;3,1;40,334;-78,068;474.0;3,3;Sedimentary;1007.0;9.0;80.0;0,252165;No;Cold;8,7;0,74
888;Reuter, 2005, Pennsylvania;JSQ141;40,332;-78,111;516;205;4,49;40,342;-78,094;515.0;5,4;Sedimentary;1009.0;9.0;76.0;0,252253;No;Cold;11,54;0,95
889;Reuter, 2005, Pennsylvania;JSQ142;40,443;-78,303;356;100;2,8;40,453;-78,314;355.0;6,6;Sedimentary;985.0;9.0;80.0;0,252253;No;Cold;11,34;0,91
890;Reuter, 2005, Pennsylvania;JSQ143;40,696;-77,803;583;321;3,02;40,707;-77,792;584.0;8,5;Sedimentary;1029.0;8.0;80.0;0,252165;No;Cold;6,12;0,52
891;Reuter, 2005, Pennsylvania;JSQ144;40,738;-77,79;637;221;3,15;40,743;-77,775;639.0;11,2;Sedimentary;1067.0;7.0;80.0;0,252165;No;Cold;8,02;0,67
892;Reuter, 2005, Pennsylvania;JSQ145;40,816;-77,418;523;224;3,26;40,81;-77,438;523.0;12,4;Sedimentary;1080.0;8.0;80.0;0,249575;No;Cold;21,15;1,74
893;Reuter, 2005, Pennsylvania;JSQ146;40,832;-77,476;558;91;3,3;40,828;-77,492;558.0;5,2;Sedimentary;1076.0;8.0;80.0;0,25087;No;Cold;17,32;1,34
894;Reuter, 2005, Pennsylvania;JSQ147;40,985;-77,485;503;281;3,22;40,997;-77,456;504.0;13,6;Sedimentary;1056.0;8.0;80.0;0,288034;No;Cold;36,95;2,96
895;Reuter, 2005, Pennsylvania;JSQ148;40,982;-77,49;533;358;4,85;40,97;-77,503;534.0;14;Sedimentary;1066.0;7.0;80.0;0,353214;No;Cold;25,84;2,03
896;Reuter, 2005, Pennsylvania;JSQ149;41,015;-77,707;371;202;3,04;41,021;-77,714;372.0;10,8;Metamorphic;1013.0;9.0;80.0;0,353214;No;Cold;26,5;2,39
897;Reuter, 2005, Pennsylvania;JSQ150;39,812;-76,33;165;136;3,94;39,802;-76,344;165.0;4,5;Metamorphic;1079.0;11.0;51.0;0,257055;No;Cold;11,25;0,9
898;Reuter, 2005, Pennsylvania;JSQ151;39,817;-76,339;177;87;3,45;39,816;-76,361;177.0;3,5;Metamorphic;1079.0;11.0;66.0;0,257055;No;Cold;6,54;0,56
899;Reuter, 2005, Pennsylvania;JSQ152;39,815;-76,346;180;75;3,04;39,815;-76,363;181.0;3,3;Metamorphic;1081.0;11.0;64.0;0,257055;No;Cold;6,69;0,61
900;Reuter, 2005, Pennsylvania;JSQ153;39,829;-76,188;192;151;25,31;39,856;-76,2;191.0;3,2;Metamorphic;1102.0;10.0;21.0;0,289413;No;Cold;14,67;1,17
901;Reuter, 2005, Pennsylvania;JSQ154;39,837;-76,339;215;161;5,44;39,849;-76,322;216.0;5,5;Metamorphic;1088.0;10.0;37.0;0,257055;No;Cold;10,45;0,84
902;Reuter, 2005, Pennsylvania;JSQ155;39,865;-76,34;199;139;4,09;39,878;-76,334;199.0;5;Metamorphic;1083.0;10.0;63.0;0,257055;No;Cold;10,85;0,87
903;Reuter, 2005, Pennsylvania;JSQ156;39,901;-76,52;241;95;4,41;39,893;-76,54;241.0;4,7;Metamorphic;1084.0;10.0;45.0;0,257055;No;Cold;12,14;0,97
904;Reuter, 2005, Pennsylvania;JSQ157;39,75;-76,435;192;71;3,93;39,739;-76,438;192.0;3,3;Metamorphic;1101.0;11.0;70.0;0,257055;No;Cold;15,65;1,18
905;Reuter, 2005, Pennsylvania;JSQ158;39,776;-76,493;214;103;7,01;39,757;-76,492;213.0;3,6;Metamorphic;1101.0;11.0;48.0;0,257055;No;Cold;11,44;0,9
906;Reuter, 2005, Pennsylvania;JSQ159;39,806;-76,62;281;98;7,47;39,795;-76,617;282.0;4,1;Metamorphic;1111.0;10.0;33.0;0,257055;No;Cold;10,44;0,85
907;Reuter, 2005, Pennsylvania;JSQ160;39,816;-76,65;259;76;3,81;39,812;-76,667;259.0;4,1;Metamorphic;1092.0;10.0;32.0;0,257055;No;Cold;12,01;0,96
908;Reuter, 2005, Pennsylvania;JSQ161;39,936;-76,473;198;102;3,38;39,924;-76,476;197.0;4,8;Metamorphic;1067.0;10.0;76.0;0,257055;No;Cold;10,47;0,86
909;Reuter, 2005, Pennsylvania;JSQ165;40,021;-76,359;119;142;104,67;40,09;-76,356;118.0;2,1;Mixed;1044.0;11.0;12.0;0,257055;No;Cold;12,31;0,97
911;Riebe et al., 2000, California;FR-6;39,639;-121,332;761;--;0,09;39,641;-121,334;860.0;20,3;Igneous;1457.0;12.0;67.0;3,861973;Yes;Temperate;28,05;2,77
912;Riebe et al., 2000, California;FR-7;39,639;-121,331;784;--;0;39,639;-121,331;784.0;11,9;Igneous;1457.0;12.0;77.0;3,861973;Yes;Temperate;19,61;1,92
913;Riebe et al., 2000, California;FR-8;39,659;-121,323;1058;--;0;39,658;-121,323;1058.0;3,2;Igneous;1182.0;11.0;80.0;3,861973;Yes;Temperate;14,17;1,37
914;Riebe et al., 2000, California;FR-9;39,655;-121,327;1039;--;0;39,655;-121,327;1039.0;3;Igneous;1206.0;11.0;80.0;3,861973;Yes;Temperate;16,41;1,65
915;Riebe et al., 2000, California;FR-10;39,647;-121,343;959;--;0,04;39,648;-121,344;974.0;5,1;Igneous;1275.0;11.0;55.0;3,861973;Yes;Temperate;28,11;2,81
916;Riebe et al., 2000, California;GD-2;39,881;-121,347;1273;--;0,01;39,881;-121,348;1273.0;42,8;Igneous;1049.0;8.0;80.0;0,652239;No;Arid;101,98;10,95
917;Riebe et al., 2000, California;GD-3;39,88;-121,348;1324;--;0,01;39,88;-121,348;1324.0;40,5;Igneous;1049.0;8.0;80.0;0,652239;No;Arid;112,22;12,32
918;Riebe et al., 2000, California;GD-4;39,886;-121,331;1503;--;0;39,886;-121,331;1503.0;6,8;Igneous;1111.0;8.0;80.0;0,652239;No;Arid;65,16;6,23
919;Riebe et al., 2000, California;GD-5;39,886;-121,331;1509;--;0,01;39,887;-121,331;1515.0;6,7;Igneous;1111.0;8.0;80.0;0,652239;No;Arid;62,38;6,01
920;Riebe et al., 2000, California;GD-6;39,888;-121,327;1499;--;0;39,888;-121,327;1499.0;12,2;Igneous;1111.0;8.0;80.0;0,652239;No;Arid;74;7,87
921;Riebe et al., 2000, California;GD-9;39,887;-121,316;1513;--;0;39,887;-121,317;1513.0;3,9;Igneous;1110.0;8.0;80.0;0,652239;No;Arid;65,66;6,76
922;Riebe et al., 2000, California;AL-2;40,172;-120,646;1796;--;0;40,173;-120,647;1796.0;7;Igneous;652.0;6.0;59.0;0,759719;No;Cold;38,25;3,98
923;Riebe et al., 2000, California;AL-3;40,18;-120,637;1724;--;0;40,18;-120,637;1724.0;19,6;Igneous;635.0;6.0;80.0;0,759719;No;Cold;38,62;3,76
924;Riebe et al., 2000, California;AL-4;40,178;-120,638;1727;--;0;40,178;-120,638;1727.0;10,1;Igneous;635.0;6.0;80.0;0,759719;No;Cold;23,41;2,4
925;Riebe et al., 2000, California;AL-5;40,179;-120,629;1693;--;0;40,178;-120,629;1693.0;5,9;Igneous;613.0;6.0;58.0;0,759719;No;Cold;29,41;3,15
926;Riebe et al., 2000, California;AL-6;40,184;-120,638;1752;--;0,05;40,183;-120,638;1757.0;7,5;Igneous;623.0;6.0;52.0;0,759719;No;Cold;25,65;2,61
927;Riebe et al., 2000, California;AL-7;40,162;-120,653;1797;--;0,02;40,162;-120,653;1817.0;7,6;Igneous;670.0;6.0;56.0;0,759719;No;Cold;15,77;1,56
928;Riebe et al., 2000, California;AL-8;40,149;-120,647;1764;190;1,04;40,156;-120,647;1763.0;11,9;Igneous;647.0;6.0;58.0;0,759719;No;Cold;30,92;3,09
929;Riebe et al., 2000, California;AL-9;40,155;-120,645;1794;--;0;40,155;-120,645;1794.0;24,1;Igneous;661.0;6.0;57.0;0,759719;No;Cold;42,55;4,39
930;Riebe et al., 2000, California;AL-10;40,155;-120,638;1726;--;0,1;40,155;-120,641;1797.0;9,4;Igneous;664.0;6.0;72.0;0,759719;No;Cold;32,94;3,41
931;Riebe et al., 2000, California;AL-11;40,163;-120,634;2087;139;0;40,163;-120,634;1621.0;18,1;Igneous;648.0;6.0;80.0;0,759719;No;Cold;18,54;1,8
932;Riebe et al., 2000, California;AP-1;39,903;-120,129;1988;--;0,05;39,905;-120,127;2030.0;7,7;Igneous;482.0;5.0;51.0;1,400702;No;Cold;34,9;2,91
933;Riebe et al., 2000, California;AP-2;39,902;-120,135;1937;--;0,01;39,903;-120,135;1952.0;9,5;Igneous;495.0;5.0;32.0;1,400702;No;Cold;36,59;3,04
934;Riebe et al., 2000, California;AP-3;39,899;-120,135;1983;42;0,86;39,9;-120,129;1982.0;10,4;Igneous;450.0;6.0;54.0;1,400702;No;Cold;49,12;4,89
935;Riebe et al., 2000, California;AP-4;39,892;-120,141;1837;--;0;39,892;-120,141;1837.0;6,6;Igneous;450.0;6.0;37.0;1,400702;No;Cold;32,89;2,97
